dataset_id,pid
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.volo.gm.v20191108,hdl:21.14100/8302c031-823a-3054-b2a3-de6116bec104
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.masscello.gn.v20191108,hdl:21.14100/51793a9a-fb56-3660-8615-5c16269f463f
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.zos.gn.v20191108,hdl:21.14100/43f0292b-ad82-353c-8142-252163d1fd41
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.thkcello.gn.v20191108,hdl:21.14100/7a40a48a-86ef-3e2c-9893-d3f2c1e635c5
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.msftbarot.gn.v20191108,hdl:21.14100/d29d5c55-dc9d-37fb-9a86-a1ca261842e3
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.msftmz.grz.v20191108,hdl:21.14100/cff79f9b-8d52-39a2-aabe-c9eb428d88a6
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.tauuo.gn.v20191108,hdl:21.14100/dc7e9759-0552-3cae-aaad-43e5cbc56aac
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.vo.gn.v20191108,hdl:21.14100/dca9c4a2-0267-3b14-a878-9dc4a0bfa603
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.vo.gr.v20191108,hdl:21.14100/e7a55ef1-8ed9-3a6a-902f-586bdf851b2c
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.vmo.gn.v20191108,hdl:21.14100/d549b855-cf3f-3924-99d6-040bf98b8cd3
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.vmo.gr.v20191108,hdl:21.14100/dbf2c29b-d057-3feb-9b51-7c11c7f21e05
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.masso.gm.v20191108,hdl:21.14100/e1ca7d5d-a08f-3e50-b2fa-2b4e8e9d969b
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.thetao.gn.v20191108,hdl:21.14100/dc93000e-a669-3650-992f-bffd4a199d76
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.thetao.gr.v20191108,hdl:21.14100/23455d89-0a23-38b4-8b1a-d37941c4a64b
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.thetaoga.gm.v20191108,hdl:21.14100/c02a1564-14bd-3293-b08f-21c3cfa8a931
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.tauvo.gn.v20191108,hdl:21.14100/dcc0c61c-de5c-3752-8848-27a11a4e9aec
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.zostoga.gm.v20191108,hdl:21.14100/7672f538-1902-3067-973f-bbf2f47096b8
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.uo.gn.v20191108,hdl:21.14100/ab3e06bb-561d-3782-ac53-64ef523772d4
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.uo.gr.v20191108,hdl:21.14100/3d854016-05df-3609-ba6e-264805185d71
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.tos.gn.v20191108,hdl:21.14100/78f2e75c-f96f-3e56-a01c-9c48dce4b9c3
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Omon.prsn.gn.v20191108,hdl:21.14100/5a45dd1c-ec6a-31cc-8668-3718f8175a49
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.day.tas.gn.v20191108,hdl:21.14100/fc7b76af-ea80-3684-bf84-a68411b4e900
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.day.psl.gn.v20191108,hdl:21.14100/5e8b1204-8a26-3837-8aa3-818d19b7def4
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.day.huss.gn.v20191108,hdl:21.14100/bf726456-900b-3f83-b7d3-b99d6f511ab9
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.day.zg.gn.v20191108,hdl:21.14100/81e9eb93-7ee7-35bc-8f82-e51c23002aa6
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.day.pr.gn.v20191108,hdl:21.14100/8f2e7af7-8978-334a-8826-971778bc6e0a
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.day.tasmax.gn.v20191108,hdl:21.14100/5bb58910-af27-3140-b4c1-7e58eda7e5e0
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.day.mrro.gn.v20191108,hdl:21.14100/8b68b4a5-a8fa-3b94-8e3d-7d8478a877ab
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.day.ua.gn.v20191108,hdl:21.14100/f9e209d7-bd6b-3680-9c78-ecf5a9596d87
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.day.va.gn.v20191108,hdl:21.14100/8af9ad76-7cef-3a88-9cda-5d9204628a57
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.day.hurs.gn.v20191108,hdl:21.14100/1d2a9806-0714-33b7-b6ee-fe83301a6dc2
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.day.tasmin.gn.v20191108,hdl:21.14100/cf6ead37-816e-3499-a05f-083fe6143640
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.rsdt.gn.v20191108,hdl:21.14100/bd353a60-5745-380f-921a-c901ae40dd6b
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.tas.gn.v20191108,hdl:21.14100/7dd39f06-5035-34b4-8f2f-ed8596547d1e
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.ta.gn.v20191108,hdl:21.14100/be4e7026-76ed-3752-8a4e-8c59a043d6f2
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.psl.gn.v20191108,hdl:21.14100/83dfcce8-b87c-3949-816d-3e53b2948eb5
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.huss.gn.v20191108,hdl:21.14100/95a36304-2b9d-3b76-9fdf-66f818f5e8a5
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.rlut.gn.v20191108,hdl:21.14100/572edf3e-0ffe-3c79-aee4-3a2fd526308b
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.zg.gn.v20191108,hdl:21.14100/f413c030-5fac-3e88-8e9a-8b6ba2d0f7ec
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.pr.gn.v20191108,hdl:21.14100/d508169b-e1e3-39a2-96b4-e98b84e19978
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.ts.gn.v20191108,hdl:21.14100/a1875108-7462-3d7d-b0ea-5fb889b0d775
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.rsut.gn.v20191108,hdl:21.14100/5a21b108-d1f8-3060-96de-0ed7d0fde30d
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.ua.gn.v20191108,hdl:21.14100/8e749497-dfc0-305b-93af-b97e265d61cd
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.o3.gn.v20191108,hdl:21.14100/1624fc19-1b34-3456-8f7e-e709bbb24b43
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.evspsbl.gn.v20191108,hdl:21.14100/540af895-bc23-3b48-a233-cef061d881b5
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.rlutcs.gn.v20191108,hdl:21.14100/3a3f5203-44cd-3a82-98aa-6bdfddcbae7f
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.rsds.gn.v20191108,hdl:21.14100/be2b1191-fb2e-3c9c-aa05-77c0b7a7a97d
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.va.gn.v20191108,hdl:21.14100/59bde8e3-0095-3a91-ab0f-392e6dd9f395
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.hurs.gn.v20191108,hdl:21.14100/19916f35-7c1f-3f8e-99ee-664c019926d0
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.rsutcs.gn.v20191108,hdl:21.14100/3c10300a-883b-3ca9-958c-6778676e4231
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.prw.gn.v20191108,hdl:21.14100/27ce08da-5698-35ac-a482-6aa4b72dd055
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.ps.gn.v20191108,hdl:21.14100/26f6b9b8-d2fa-3965-9045-8dc675a02709
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Amon.prsn.gn.v20191108,hdl:21.14100/e4fb4a01-94f0-3617-be29-b5b16f8c10aa
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.6hrPlev.zg1000.gn.v20191108,hdl:21.14100/a746b660-a29b-3e5b-8af2-3b273f69d629
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.airmass.gn.v20191108,hdl:21.14100/ea7ef824-1b77-3d5a-a03f-86ed536745aa
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.mmrdust.gn.v20191108,hdl:21.14100/80317f70-aec4-3cb5-b011-c6eac7665a2c
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.oh.gn.v20191108,hdl:21.14100/22ef27e1-4862-3344-8c16-8bf9070cb359
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.mmrso4.gn.v20191108,hdl:21.14100/1cc2ba56-30d9-3148-b89d-46927aedc7a7
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.mmrss.gn.v20191108,hdl:21.14100/5baafebb-fd80-3f9c-bd81-7e0101ceb7c6
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.od550aer.gn.v20191108,hdl:21.14100/d161d5a1-dc9e-3c8b-b0ee-77e428fe712c
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.zg.gn.v20191108,hdl:21.14100/deae9394-4ad6-3baa-9000-4610ff794475
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.cdnc.gn.v20191108,hdl:21.14100/acd520a0-e763-38a1-b2d0-2e080935ed6b
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.so2.gn.v20191108,hdl:21.14100/b2ed8907-c35b-3941-a460-5c58965e5849
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.mmrsoa.gn.v20191108,hdl:21.14100/7f5fc9a8-6136-335f-9863-cb039d259c97
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.mmrbc.gn.v20191108,hdl:21.14100/3cd89c43-7287-3ea8-89ea-ffef27b2abfc
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.rlutaf.gn.v20191108,hdl:21.14100/f8035c14-3ed8-3dd7-9079-796d2193f259
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.mmroa.gn.v20191108,hdl:21.14100/4c5302c7-86ae-384d-b5a9-45980485578b
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.emidms.gn.v20191108,hdl:21.14100/0e15a5a1-ae13-3d09-a2cb-424bb6acb246
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.ua.gn.v20191108,hdl:21.14100/b693d28d-b5a3-35a5-9bac-2ab1ac0bd956
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.o3.gn.v20191108,hdl:21.14100/4feab92b-d0b7-3b3e-97cf-0a45e9a8d112
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.ccn.gn.v20191108,hdl:21.14100/6a7f308a-63ea-3092-8062-5eb7709edbef
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.rsutcsaf.gn.v20191108,hdl:21.14100/6c57eead-a014-3b2f-8a3b-bd8196c3656a
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.va.gn.v20191108,hdl:21.14100/ad0251ab-6c4d-35cb-aa3e-d28e892470f0
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.emidust.gn.v20191108,hdl:21.14100/36a89c22-ff96-367d-9873-7613e7c0ac8f
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.rsutaf.gn.v20191108,hdl:21.14100/19d8d17a-184b-3835-b350-398d6987dbe7
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.emiss.gn.v20191108,hdl:21.14100/15167532-2da2-3261-858f-d876824935fa
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.rlutcsaf.gn.v20191108,hdl:21.14100/89105713-0d52-3854-bdef-9a073bba610d
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.ps.gn.v20191108,hdl:21.14100/60747d5d-8683-30c4-b345-38d26fa90a41
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.AERmon.mmrpm2p5.gn.v20191108,hdl:21.14100/3b054ae9-eeb9-3b2a-8779-38ecfffe6db8
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Ofx.deptho.gn.v20191108,hdl:21.14100/48dc7488-5c5b-39f1-9cf5-09ee3ca447f0
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Emon.ua.gn.v20191108,hdl:21.14100/c5fa208e-b8a0-3fdb-ad12-25bb207cb46a
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Emon.va.gn.v20191108,hdl:21.14100/d1134d78-597e-3875-b4c1-6e3ee9867382
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Emon.ps.gn.v20191108,hdl:21.14100/4cdd9a35-a420-3ae4-b1d8-c80910e96050
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Lmon.tsl.gn.v20191108,hdl:21.14100/ff44ac2d-d023-3f8f-bfc5-cb8215b3b342
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Lmon.mrsos.gn.v20191108,hdl:21.14100/c43c6799-68c9-3908-922b-5bd4b2999c4c
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Lmon.mrso.gn.v20191108,hdl:21.14100/46f002e8-533b-304e-8a58-33e0993f557f
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Lmon.mrro.gn.v20191108,hdl:21.14100/5bbf3fd6-cb1b-399d-9b65-0496255fb973
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp370.r1i1p1f1.Lmon.mrros.gn.v20191108,hdl:21.14100/d3eb9f46-ef46-38ea-b6b4-6ceb543cdad0
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Oyr.o2.gn.v20191108,hdl:21.14100/b94d97a6-7083-3a7b-a768-878357cacdc6
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Oyr.o2.gr.v20191108,hdl:21.14100/8c9604c6-8b6b-3b50-b168-1697f8a343e8
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Oyr.ph.gn.v20191108,hdl:21.14100/06c4a950-d223-3452-ae35-edfce98a96e0
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Oyr.ph.gr.v20191108,hdl:21.14100/f29d727a-ae9b-37c6-b6b6-b6c8408c83e1
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.CFday.ps.gn.v20191108,hdl:21.14100/86d77f29-0456-36bb-b6dd-df7e23628551
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Oday.tos.gn.v20191108,hdl:21.14100/ecc8ed58-f95f-3b01-bdde-4d3b1086eaad
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.LImon.snw.gn.v20191108,hdl:21.14100/67778c09-0bbc-3337-870c-897d605a56df
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.LImon.snd.gn.v20191108,hdl:21.14100/5b034f78-d2fe-3699-9829-cbc2994e83d8
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.LImon.snc.gn.v20191108,hdl:21.14100/22f67791-3242-3299-890a-b46c1e0ebce4
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.SImon.siareas.gn.v20191108,hdl:21.14100/e1b710a5-b1d0-367b-94c2-bb40e1eaeaa9
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.SImon.siarean.gn.v20191108,hdl:21.14100/3829f21c-0b99-3a2d-8cdd-96ce96be9df6
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.SImon.sithick.gn.v20191108,hdl:21.14100/6f867687-8864-3db6-a773-3865ebbfaf0d
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.SImon.sivoln.gn.v20191108,hdl:21.14100/c4faf1c5-3474-3678-ac4b-514e64517e91
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.SImon.sivols.gn.v20191108,hdl:21.14100/b609f119-fb1a-302c-b578-06d23f4acee0
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.SImon.siconc.gn.v20191108,hdl:21.14100/481b7797-0ffd-36dd-a55b-0fd16d82709c
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.CFmon.ta.gn.v20191108,hdl:21.14100/c218b817-ca1a-3205-a250-cc69e2adc63c
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.CFmon.hus.gn.v20191108,hdl:21.14100/d8ff15c2-6055-32d2-9a73-5ad73ed78ffc
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.sos.gn.v20191108,hdl:21.14100/0232d819-ad93-3e98-abc5-de3cca0c7daf
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.hfds.gn.v20191108,hdl:21.14100/3a42338c-95af-3240-ba3f-f2998c1ee30f
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.umo.gn.v20191108,hdl:21.14100/67c106f6-23c3-31c5-80bb-00ecfaba330e
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.umo.gr.v20191108,hdl:21.14100/a4d210d8-e626-3180-b189-d0789acaff7e
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.volcello.gn.v20191108,hdl:21.14100/cfbc81f2-cdc3-3326-9234-a26e8cda49eb
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.msftmrho.grz.v20191108,hdl:21.14100/52a727a6-42c7-399e-a249-b01f1789577d
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.so.gn.v20191108,hdl:21.14100/3373096f-05e1-3347-bf2e-9c7c1e9b79e1
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.so.gr.v20191108,hdl:21.14100/4c6563ab-ac22-33d0-b9ec-749dcde21392
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.o2.gr.v20191108,hdl:21.14100/ecfc4de4-d8c6-39ac-af3b-ae49d608ef71
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.ph.gr.v20191108,hdl:21.14100/963c7d62-043f-3685-b50f-c7c70a5f7203
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.fgco2.gn.v20191108,hdl:21.14100/d20bd9e5-037b-31eb-b3ab-69fb422561be
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.volo.gm.v20191108,hdl:21.14100/f6715b9c-c215-3813-a18f-52e9d29a2493
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.masscello.gn.v20191108,hdl:21.14100/1d272c7f-db26-3640-847d-5c24112d8c96
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.zos.gn.v20191108,hdl:21.14100/d924302a-246b-3d95-baf6-a25d046ebf67
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.mlotst.gn.v20191108,hdl:21.14100/425a5afc-0e61-39ff-8751-0b47f87c1fbd
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.thkcello.gn.v20191108,hdl:21.14100/3ec45d7f-4b03-3cf9-8785-84c074d3ed18
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.msftbarot.gn.v20191108,hdl:21.14100/92d331c1-ef5a-3fae-8b52-4e6e8314d2dd
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.msftmz.grz.v20191108,hdl:21.14100/c2cc0fe7-3148-36d0-b7c0-353e259067bf
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.mfo.gn.v20191108,hdl:21.14100/4935fb1c-bfae-3001-b143-d843fdc462e1
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.tauuo.gn.v20191108,hdl:21.14100/1c7d5515-fdb4-3eea-b475-e4b48012b262
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.vo.gn.v20191108,hdl:21.14100/77d51d5d-bfa8-37ce-ab7a-10a5c116fa2d
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.vo.gr.v20191108,hdl:21.14100/c50f94a2-273b-30e6-82d6-09986e3454fa
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.vmo.gn.v20191108,hdl:21.14100/d7ce4101-8d8e-3af7-aab3-386a8be1b4ae
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.vmo.gr.v20191108,hdl:21.14100/372cb744-57f9-36b5-9b1e-383f9ed9dc6f
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.masso.gm.v20191108,hdl:21.14100/d3ec06e8-d67b-38bc-aa39-ff24258e8467
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.thetao.gn.v20191108,hdl:21.14100/c632cce8-3492-32e0-996e-4ff01a3f1375
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.thetao.gr.v20191108,hdl:21.14100/d2ca737c-7ff3-3fa4-a909-4306923e523f
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.thetaoga.gm.v20191108,hdl:21.14100/9cb2d9dc-7416-385e-9aa0-4fc6aaa69534
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.tauvo.gn.v20191108,hdl:21.14100/a7bfc6e2-2d4c-32af-8a6d-762da49a913e
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.zostoga.gm.v20191108,hdl:21.14100/f954d6b4-ce93-3897-b1d6-245909a29425
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.uo.gn.v20191108,hdl:21.14100/9084ba5b-5f89-3c07-a4b8-c0dfce2bed6b
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.uo.gr.v20191108,hdl:21.14100/35d9646b-4447-3319-b9f2-4a88a14adbaa
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.tos.gn.v20191108,hdl:21.14100/75762006-1b6d-36da-96fc-12f85f2c02ad
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.Omon.prsn.gn.v20191108,hdl:21.14100/fa7b06b1-4bd7-3327-ad40-cd64397f7932
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.day.tas.gn.v20191108,hdl:21.14100/368a5af7-248d-341f-94c1-f4f290ba53b1
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.day.psl.gn.v20191108,hdl:21.14100/4377b2c1-a3a8-3fa4-92e2-09045e7dc2b1
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.day.huss.gn.v20191108,hdl:21.14100/fa2d230c-32ca-32a7-bf17-7b092a212650
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.day.zg.gn.v20191108,hdl:21.14100/15f0c014-3505-3177-b52a-2ee45f98f1b5
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.day.pr.gn.v20191108,hdl:21.14100/660ee77e-1e0b-305a-af9b-8752871204e8
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.day.tasmax.gn.v20191108,hdl:21.14100/2d53b889-07fe-3c34-862c-9946e4fe6ee7
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.day.mrro.gn.v20191108,hdl:21.14100/ea2d46ca-dfb5-3266-9842-d58efd3d3219
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.day.ua.gn.v20191108,hdl:21.14100/aaa43c87-a7e8-3a09-862a-508fad891ad7
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp245.r1i1p1f1.day.va.gn.v20191108,hdl:21.14100/54780b2d-6b52-3ac2-b983-26a59231f35c
